"","comuna","ModerateSevere","n","n_psu_comuna","n_strata_comuna","deg_free","se.m","se.s","deff","se.tot","var.tot","cv","CI_L","CI_U","promhupm","rho","coterho","calidad2","calidadf","incdf14","excn50","excrho","excdf2"
"13",2301,0.259752755435369,121,23,2,21,0.0167503261177283,0.0414870902841601,1.3408926518115,0.0447409441708185,0.0020017520852963,0.172244348653121,0.186377606995227,0.333127903875512,5.26086956521739,0.0800054182822917,-0.0454545454545454,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"14",2302,0.308335955978885,37,11,1,10,0.036319383601243,0.052163093363111,0.596846784672164,0.0635616703240473,0.00404008593438288,0.206144204370379,0.204094816647447,0.412577095310322,3.36363636363636,-0.170564821869469,-0.1,0,"Excluir","Excluir","Excluir","Excluir","Incluir"
"15",3101,0.193644943645569,1390,299,2,297,0.00532402425423335,0.0107531029184998,1.41239721306871,0.0119989356459443,0.000143974456635514,0.0619635887209437,0.17396668918622,0.213323198104917,4.64882943143813,0.113021784333222,-0.00335570469798663,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"16",3102,0.21100266625677,145,50,1,49,0.0207886428463974,0.0313160500053946,1.3057653045388,0.0375880653843137,0.00141286265933544,0.178140238941685,0.149358239026496,0.272647093487045,2.9,0.160929107652002,-0.0204081632653061,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"17",3103,0.216451774369459,113,23,2,21,0.0173817417911221,0.0317287526210341,0.843107955907266,0.0361778757057407,0.00130883869058002,0.167140582751653,0.157120058212044,0.275783490526874,4.91304347826087,-0.0400946334903653,-0.0454545454545454,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"18",3201,0.223671896329837,87,36,1,35,0.0195794524441852,0.0459143100520751,1.32980970789903,0.0499147155212988,0.00249147882557219,0.223160425338784,0.141811762874907,0.305532029784768,2.41666666666667,0.232806852634607,-0.0285714285714285,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"19",3202,0.177916625220594,126,45,2,43,0.0154285493061857,0.033362385301018,1.23750310295625,0.0367571610256694,0.00135108888666699,0.206597674501161,0.117634881138497,0.238198369302692,2.8,0.131946168309028,-0.0227272727272727,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"20",3301,0.172653789757935,389,99,2,97,0.00974198377371154,0.0161360519511445,0.980512336279993,0.0188488307440354,0.000355278420417293,0.109171254048127,0.141741707337717,0.203565872178153,3.92929292929293,-0.00665268520096779,-0.010204081632653,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"21",3302,0.108954577935669,36,3,1,2,0.0308463829231164,0.0385834826039397,0.846066006074186,0.0493982233414122,0.00244018446928804,0.453383641856507,0.027941491655753,0.189967664215585,12,-0.0139939994478012,-0.5,0,"Excluir","Excluir","Excluir","Incluir","Excluir"
"22",3303,0.196451462331956,52,15,2,13,0.0375741882871497,0.0319624456976326,0.539396965961492,0.0493296823465577,0.00243341756041229,0.251103665816457,0.115550783283601,0.277352141380311,3.46666666666667,-0.186730959745341,-0.0714285714285714,0,"Excluir","Excluir","Incluir","Excluir","Incluir"
"23",3304,0.115605338546092,82,22,2,20,0.0224663696857545,0.0402193241362022,1.94028933740084,0.0460687725127324,0.00212233180082989,0.398500390138685,0.0400525516252108,0.191158125466973,3.72727272727273,0.344772757046975,-0.0476190476190477,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"24",4101,0.197753758589487,741,162,2,160,0.00691739741741147,0.0149427883323663,1.36878839842761,0.0164662476046097,0.000271137310176315,0.0832664204314399,0.170749112517927,0.224758404661047,4.57407407407407,0.103184318731041,-0.0062111801242235,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"25",4102,0.195323026247119,696,164,2,162,0.00676190542668646,0.0143541483272903,1.16989136509327,0.0158671024198277,0.000251764939201303,0.0812351862690935,0.169300978278601,0.221345074215636,4.24390243902439,0.052372526081383,-0.00613496932515334,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"26",4103,0.17511529509758,72,14,2,12,0.0186526867063558,0.0425523264950318,1.08211388578735,0.0464609859075897,0.00215862321150525,0.265316549771967,0.0989192782091326,0.251311311986027,5.14285714285714,0.0198205931210837,-0.0769230769230769,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"27",4104,0.156280225523465,50,6,2,4,0.0358435391130209,0.0528685466573204,1.60030569995255,0.0638736449703939,0.00407984252180392,0.408712265140694,0.0515274477720189,0.261033003274911,8.33333333333333,0.0818598681753474,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"28",4105,0.0936358515482451,23,3,1,2,0.0468612686934272,0.0403728940546433,0.735076243856505,0.0618542567484651,0.00382594907790504,0.660583053667165,-0.00780512951923762,0.195076832615728,7.66666666666667,-0.0397385634215242,-0.5,0,"Excluir","Excluir","Excluir","Incluir","Excluir"
"29",4106,0.224705160735964,107,14,2,12,0.0211565361839962,0.0276360685737151,0.647029753918117,0.0348044725504614,0.00121135130951582,0.154889511377791,0.167625825753208,0.281784495718721,7.64285714285714,-0.0531353058617888,-0.0769230769230769,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"30",4201,0.176103089088538,104,22,2,20,0.0200515318107836,0.0343189345989151,1.22029922507199,0.0397473672079482,0.00157985319996348,0.225705110646667,0.110917406867503,0.241288771309573,4.72727272727273,0.0591046701412652,-0.0476190476190477,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"31",4202,0.177768510744059,62,6,2,4,0.0228398159907896,0.0340096937878457,0.622961612549772,0.0409672609047292,0.00167831646603616,0.230452855419999,0.110582202860303,0.244954818627815,10.3333333333333,-0.040396970083953,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"32",4203,0.12613146366007,79,20,2,18,0.0238686178817677,0.0354272018907835,1.44832687455856,0.0427176492025974,0.00182479755339617,0.338675600544233,0.0560745189678107,0.19618840835233,3.95,0.151975211714767,-0.0526315789473684,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"33",4204,0.199893101554846,103,13,2,11,0.016060267189656,0.0229573481470827,0.418148485535061,0.0280173520545662,0.000784972016149503,0.140161675598789,0.153944644185358,0.245841558924335,7.92307692307692,-0.0840452187560468,-0.0833333333333333,0,"Excluir","Excluir","Incluir","Excluir","Incluir"
"34",4301,0.173317499689842,363,71,2,69,0.0102838154624376,0.0135158803299262,0.639688144729913,0.0169834001765947,0.000288435881558356,0.0979901060596137,0.145464723400227,0.201170275979457,5.11267605633803,-0.0876100743978637,-0.0142857142857142,1,"Incluir","Incluir","Incluir","Excluir","Incluir"
"35",4302,0.159714741118992,78,13,2,11,0.0201644114509914,0.0305467076783027,0.74670643910841,0.0366019786234098,0.00133970483914855,0.22917094794738,0.0996874961766002,0.219741986061385,6,-0.0506587121783181,-0.0833333333333333,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"36",4303,0.222720622858396,137,19,2,17,0.0170539720736613,0.0328175996526775,1.12937917733308,0.0369842238049231,0.00136783281045264,0.166056574960448,0.162066495818323,0.28337474989847,7.21052631578947,0.0208322404180381,-0.0555555555555556,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"37",4304,0.190491979809552,67,6,2,4,0.0198258276816927,0.0591808818617763,1.94119329362585,0.0624134618588145,0.00389544022120169,0.327643515077189,0.0881339023610961,0.292850057258008,11.1666666666667,0.0925763895369688,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"38",4305,0.220516414558261,28,3,1,2,0.0459497924046468,0.0203161614650208,0.0939338682261856,0.050240718930992,0.00252412983870294,0.227832105068615,0.138121635511434,0.302911193605088,9.33333333333333,-0.108727935812858,-0.5,0,"Excluir","Excluir","Excluir","Incluir","Excluir"
"39",5101,0.19350680574564,926,182,2,180,0.00612194264623239,0.0138913732346737,1.48881521656452,0.0151805280576391,0.000230448432108769,0.0784495821691851,0.168610739731112,0.218402871760168,5.08791208791209,0.119575765342396,-0.00552486187845314,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"40",5102,0.121043503822062,74,12,2,10,0.0252938981310421,0.0421387472546919,2.15393491858245,0.0491472817443482,0.00241545530285834,0.406029899932477,0.0404419617613309,0.201645045882793,6.16666666666667,0.223342242306281,-0.0909090909090908,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"41",5103,0.132137899555739,143,29,1,28,0.0152686197138215,0.0345505128334433,2.08167238202353,0.0377739154049355,0.00142686868501923,0.285867381969406,0.0701886782916449,0.194087120819833,4.93103448275862,0.27516227262002,-0.0357142857142858,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"42",5105,0.274233196353655,90,15,2,13,0.0256288186014683,0.0408044842039733,1.056520479411,0.048185498586808,0.00232184227405927,0.175709940399292,0.195208978671289,0.35325741403602,6,0.0113040958822005,-0.0714285714285714,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
